Name,Final Price
FACT,701.00
HINDOILEXP,191.80
DALBHARAT,"2,058.00"
BANDHANBNK,191.95
ULTRACEMCO,"10,078.00"
JASH,"1,755.10"
IMAGICAA,86.30
JSWINFRA,253.00
SAREGAMA,392.90
LICHSGFIN,646.25
MANINFRA,213.50
BUTTERFLY,895.00
CELEBRITY,20.05
KSB,"3,965.00"
SWSOLAR,541.80
3MINDIA,"30,497.00"
KIOCL,455.00
KDDL,"2,452.00"
RIIL,"1,360.00"
SYMPHONY,964.95
CAMPUS,234.90
BHARATRAS,"8,821.50"
IBULHSGFIN,181.50
SARDAEN,221.95
XELPMOC,128.00
KPITTECH,"1,516.90"
COSMOFIRST,547.00
VAIBHAVGBL,392.00
BBL,"6,508.90"
FOODSIN,142.80
TITAN,"3,740.00"
GICHSGFIN,218.55
TTML,82.00
TNPETRO,88.95
AVADHSUGAR,588.45
LIKHITHA,253.40
RKFORGE,713.70
ATL,62.00
POLYCAB,"5,300.00"
GULPOLY,179.20
JITFINFRA,600.00
BANKBARODA,276.25
MINDACORP,421.80
M&MFIN,297.55
TRITURBINE,554.00
DELTACORP,124.70
BALKRISIND,"2,334.95"
ALLSEC,743.00
TCS,"3,975.90"
SHRIRAMFIN,"2,574.95"
JAGRAN,111.55
BAJEL,216.50
RATNAVEER,132.70
SAMHI,209.60
RATEGAIN,719.95
APTECHT,244.95
HPAL,105.00
ZEELEARN,7.00
VETO,133.20
CGPOWER,514.00
GAIL,190.45
SJVN,134.30
DCXINDIA,312.50
HTMEDIA,28.50
NAHARINDUS,128.70
LUXIND,"1,188.00"
PGHL,"4,797.00"
MAXESTATES,300.75
CENTUM,"1,762.45"
RAILTEL,394.05
RAIN,172.00
DELTAMAGNT,100.40
EIHOTEL,473.50
JISLJALEQS,57.40
ICICIBANK,"1,084.75"
ICRA,"5,474.80"
REFEX,143.80
LEMONTREE,143.85
SHEMAROO,158.50
CLSEL,230.55
VADILALIND,"4,408.50"
POLICYBZR,"1,199.00"
ASHOKA,173.40
INNOVACAP,478.15
EROSMEDIA,21.75
MOIL,319.65
UPL,480.00
TRENT,"3,950.00"
ASKAUTOLTD,291.45
INOXINDIA,"1,283.00"
BLKASHYAP,72.90
TANLA,935.05
SMLISUZU,"2,074.70"
LGHL,285.00
KPRMILL,856.00
PFOCUS,109.75
ZEEL,153.90
TVSMOTOR,"2,118.85"
CENTURYTEX,"1,686.45"
PAISALO,66.00
BERGEPAINT,564.90
AARTIDRUGS,477.95
JINDWORLD,353.10
HATHWAY,22.10
PFC,420.10
LUMAXTECH,494.10
J&KBANK,140.20
NEWGEN,798.65
ICIL,347.95
ABSLAMC,481.95
TATAMOTORS,"1,016.00"
ITI,275.05
SOLARINDS,"8,834.90"
JINDALSTEL,908.50
ATUL,"6,020.00"
DCMSHRIRAM,918.45
STLTECH,126.95
INDTERRAIN,75.00
LTIM,"4,901.95"
INFY,"1,490.55"
SNOWMAN,75.55
NELCO,772.00
IBREALEST,129.00
AWHCL,508.45
EASEMYTRIP,45.55
IMFA,736.90
YATRA,151.95
CONCOR,920.00
BIOCON,274.40
KIRLOSENG,894.05
SINTERCOM,130.25
NUVOCO,329.90
FORCEMOT,"7,749.00"
RICOAUTO,153.60
BLUEDART,"6,146.90"
RGL,115.45
EVEREADY,339.00
RPGLIFE,"1,562.70"
ASTEC,"1,149.15"
UTTAMSUGAR,350.00
MARKSANS,163.35
PREMEXPLN,"1,595.00"
MARICO,499.25
BAJAJ-AUTO,"9,139.00"
JIOFIN,359.40
NHPC,93.80
MIRZAINT,47.20
GRANULES,456.45
GUFICBIO,307.00
ANANTRAJ,330.95
SIGACHI,71.00
NUVAMA,"4,910.00"
MPHASIS,"2,500.00"
KOKUYOCMLN,126.65
AXISBANK,"1,070.00"
PATELENG,63.50
GSFC,238.20
GALAXYSURF,"2,505.00"
DIVISLAB,"3,708.00"
PARAS,715.35
IRCON,233.90
CASTROLIND,210.50
NESTLEIND,"2,569.80"
MCX,"3,596.05"
SPIC,81.50
DEVYANI,155.10
STAR,842.00
QUICKHEAL,507.00
GRAPHITE,656.00
OMAXAUTO,115.00
RBA,106.95
HEROMOTOCO,"4,585.00"
EIDPARRY,587.50
LICI,"1,003.80"
HIKAL,290.40
GILLETTE,"6,599.00"
HAVELLS,"1,559.90"
BORORENEW,551.00
JLHL,"1,203.05"
DEEPAKFERT,560.00
MEDANTA,"1,346.00"
PURVA,234.55
CCL,595.00
DHANI,41.95
TVSHLTD,"8,402.95"
ECLERX,"2,465.20"
APLAPOLLO,"1,610.00"
BBTCL,270.00
LT,"3,804.90"
JOCIL,187.20
DHAMPURSUG,230.00
FINEORG,"4,285.20"
BAJAJFINSV,"1,650.00"
PEL,864.00
KRYSTAL,839.70
MOLDTKPAC,841.00
HEMIPROP,215.00
RAMKY,619.55
IRBINVIT,68.90
DCMSRIND,189.85
SESHAPAPER,320.00
EICHERMOT,"3,957.00"
IIFLSEC,139.60
BIOFILCHEM,69.90
HAL,"3,609.95"
ROLEXRINGS,"1,864.75"
SWANENERGY,678.00
SHREERAMA,26.45
CMSINFO,415.05
UBL,"1,812.00"
CYIENTDLM,707.65
RAJSREESUG,70.85
ACC,"2,648.90"
SIGNPOST,355.00
CELLO,799.95
NSLNISP,62.35
GODFRYPHLP,"3,315.60"
GLENMARK,999.45
GPTHEALTH,187.45
WORTH,107.20
ZUARIIND,348.40
TECHNOE,826.00
GTPL,180.05
EXIDEIND,315.35
LOKESHMACH,424.00
KTKBANK,234.80
RELIANCE,"2,959.50"
RCF,145.40
CONTROLPR,947.00
SONATSOFTW,750.15
ICICIGI,"1,702.00"
SKIPPER,321.05
MRPL,239.00
APEX,211.50
KIRIINDUS,350.00
AVANTIFEED,516.70
THEMISMED,230.90
MODISONLTD,138.65
ENGINERSIN,222.10
SULA,565.10
UNIDT,241.40
HUHTAMAKI,325.20
MGL,"1,412.95"
BHARATGEAR,111.85
WIPRO,485.80
NIITLTD,112.15
INTELLECT,"1,103.00"
SPANDANA,860.00
ADORWELD,"1,416.65"
GMRINFRA,84.50
GEECEE,272.30
BAGFILMS,9.40
AVROIND,112.80
BFINVEST,573.40
MEDICAMEQ,423.20
CHEMBOND,536.10
CONCORDBIO,"1,517.00"
SHALBY,264.10
AHLEAST,151.00
ZFCVINDIA,"15,100.00"
REPRO,851.20
UNIENTER,142.40
VLSFINANCE,256.40
ABFRL,237.55
GANDHITUBE,770.00
CAPLIPOINT,"1,322.35"
SUKHJITS,475.80
RVNL,266.45
ZOTA,504.60
IFBAGRO,447.50
RAMAPHO,190.50
RACE,324.10
IRCTC,"1,020.00"
GREENPLY,267.00
OIL,639.00
IPCALAB,"1,230.80"
ALEMBICLTD,95.55
OLECTRA,"1,930.75"
CENTRUM,38.25
ATAM,191.30
WESTLIFE,813.40
ASAHISONG,344.70
BIGBLOC,230.30
NAVNETEDUL,144.45
STCINDIA,144.45
SREEL,309.40
KUANTUM,164.45
VIPCLOTHNG,38.75
FAZE3Q,397.25
ROTO,406.95
UNIVPHOTO,368.20
NATHBIOGEN,194.00
FUSION,485.00
INDIANHUME,281.75
GRMOVER,136.75
HNDFDS,508.50
ZIMLAB,97.85
RUBYMILLS,205.60
SBIN,775.00
ADANIENT,"3,250.00"
SUMICHEM,373.35
CANTABIL,216.25
SIS,442.35
BAJAJHCARE,314.95
SALONA,315.00
MEGASTAR,285.50
FCL,383.95
CLEAN,"1,350.00"
AHLADA,118.25
ARE&M,808.05
BHARTIARTL,"1,231.95"
RHIM,601.35
CIPLA,"1,479.00"
PSPPROJECT,740.90
CHAMBLFERT,376.00
VGUARD,337.40
ARIHANTCAP,59.70
CHENNPETRO,956.65
THYROCARE,618.80
TIMETECHNO,269.50
CARERATING,"1,179.45"
MUTHOOTMF,230.00
MASTEK,"2,633.00"
MPSLTD,"1,594.80"
BDL,"1,766.50"
ASHIANA,311.40
SKFINDIA,"4,441.30"
MARUTI,"12,490.00"
LATENTVIEW,542.70
DRREDDY,"6,155.00"
APLLTD,996.00
BPCL,614.00
SUVENPHAR,666.75
BAJAJELEC,970.00
LXCHEM,252.95
KRSNAA,637.55
KKCL,739.55
VOLTAS,"1,226.00"
RELAXO,842.55
SMCGLOBAL,132.10
GODREJIND,802.90
ALKALI,111.90
UNIVASTU,142.90
BHARATWIRE,317.20
BEPL,102.50
BAJFINANCE,"7,345.00"
LAURUSLABS,442.00
UNIPARTS,556.00
ACI,659.00
M&M,"1,999.00"
ERIS,855.25
EMAMIPAP,123.70
EKC,154.65
MOLDTECH,237.15
FDC,444.95
ASALCBR,517.95
SOLARA,414.50
LTFOODS,207.35
JKLAKSHMI,883.60
BBTC,"1,642.50"
LAMBODHARA,156.10
PRIVISCL,"1,062.05"
WELSPUNLIV,156.25
GRSE,887.00
BALRAMCHIN,387.20
RAMRAT,282.85
FOCUS,167.95
BHEL,253.00
HEG,"2,035.95"
CHALET,875.70
PRAJIND,549.75
FILATEX,63.70
SAURASHCEM,116.90
BOROLTD,373.00
DCBBANK,127.90
DEN,53.55
PARAGMILK,216.50
KIRLOSBROS,"1,170.00"
ASIANTILES,65.00
PITTIENG,814.40
NAUKRI,"5,639.95"
MOL,87.10
HESTERBIO,"1,635.00"
INDIAGLYCO,874.85
ADFFOODS,196.85
HARSHA,416.00
SADBHAV,32.85
MIRCELECTR,21.90
SBILIFE,"1,467.50"
DBL,462.00
GLAXO,"1,974.10"
TI,220.60
GNFC,695.00
MANKIND,"2,374.50"
RTNINDIA,78.00
COFFEEDAY,56.05
CARBORUNIV,"1,331.95"
SUPERHOUSE,215.00
RAJESHEXPO,295.00
ANGELONE,"3,185.30"
BARBEQUE,546.10
MAXHEALTH,822.80
NOCIL,276.40
SHREECEM,"26,469.00"
OPTIEMUS,277.55
DHARMAJ,242.95
HEIDELBERG,208.40
EVERESTIND,"1,112.90"
APCOTEXIND,465.00
JAYAGROGN,233.95
CROMPTON,282.00
PETRONET,284.05
UFLEX,453.10
STYLAMIND,"1,657.95"
MSTCLTD,938.00
ALKEM,"4,915.00"
BLAL,266.00
EQUITASBNK,97.45
SUNDRMFAST,"1,088.95"
VOLTAMP,"9,829.00"
LODHA,"1,120.00"
NAZARA,701.60
TEXRAIL,172.40
COLPAL,"2,811.65"
GATEWAY,111.10
INDSWFTLAB,111.35
SCHAND,248.60
CIEINDIA,487.00
HCG,350.50
SUNTECK,439.05
APTUS,339.25
UNOMINDA,700.00
ABCAPITAL,205.00
MANGLMCEM,758.00
TECHM,"1,260.00"
AMNPLST,181.95
ASTRAMICRO,640.00
PGEL,"1,835.05"
ENIL,277.00
BECTORFOOD,"1,134.95"
GARFIBRES,"3,370.00"
GRINDWELL,"2,043.35"
ORIENTHOT,133.70
NORBTEAEXP,13.50
TIPSINDLTD,473.65
KESORAMIND,176.30
PPLPHARMA,135.75
SAKUMA,27.15
DCAL,244.95
PHOENIXLTD,"2,878.10"
PAYTM,412.40
KABRAEXTRU,330.00
MEDPLUS,693.10
REDINGTON,222.85
LAXMIMACH,"17,450.00"
GRINFRA,"1,377.90"
TVSSRICHAK,"3,998.00"
VINDHYATEL,"2,550.00"
NITINSPIN,354.85
ALICON,858.10
INDUSINDBK,"1,548.05"
JSWHL,"7,331.00"
AVALON,519.90
TAJGVK,390.50
PARADEEP,72.55
RUPA,261.95
TNPL,265.00
OSWALAGRO,44.25
SYNGENE,723.80
BIKAJI,533.25
FMGOETZE,356.90
TEXINFRA,104.40
KRBL,314.20
SSWL,239.95
WINDLAS,560.55
KEI,"3,477.80"
TVTODAY,229.95
VPRPL,169.25
BROOKS,108.00
PANACEABIO,139.00
HCLTECH,"1,540.80"
EMKAY,124.80
ABBOTINDIA,"26,799.90"
SHIVATEX,157.50
RADICO,"1,688.00"
SDBL,287.20
GUJGASLTD,546.05
RAMCOSYS,289.90
JKIL,645.80
BCONCEPTS,721.00
MASFIN,295.05
ORIENTELEC,213.95
NAHARSPING,296.65
SJS,620.05
DEEM,117.90
ROXHITECH,118.00
NESCO,850.00
ESCORTS,"3,015.15"
DEEPAKNTR,"2,189.95"
RAMCOIND,225.00
MAYURUNIQ,485.00
SIRCA,347.15
SHARDACROP,365.00
PIDILITIND,"3,011.55"
UCAL,158.00
TORNTPOWER,"1,485.00"
ANDHRAPAP,514.00
SUPREMEIND,"4,208.00"
BEML,"3,264.95"
TIINDIA,"3,708.40"
HDFCAMC,"3,754.00"
LINC,553.00
JUBLINGREA,461.65
360ONE,723.30
CONFIPET,93.60
PHANTOMFX,469.80
CHEVIOT,"1,324.00"
SRF,"2,629.95"
IFBIND,"1,550.00"
CARTRADE,723.05
PRUDENT,"1,325.05"
PPL,396.70
WALCHANNAG,219.95
FSL,202.55
ROSSELLIND,412.70
MCDOWELL-N,"1,133.00"
RALLIS,274.55
AARTISURF,616.90
RKSWAMY,276.95
ITDCEM,342.10
HILTON,129.00
VIPIND,540.05
BASML,44.00
TOKYOPLAST,111.60
LUPIN,"1,609.00"
SECURCRED,22.85
SRHHYPOLTD,574.65
RELIGARE,230.00
AUTOAXLES,"1,820.00"
HINDUNILVR,"2,270.00"
NATCOPHARM,"1,000.20"
UNIVCABLES,479.55
ORIENTCEM,219.50
MBAPL,244.00
COASTCORP,245.20
KIRLPNU,694.45
SAPPHIRE,"1,514.05"
AJANTPHARM,"2,260.00"
NIITMTS,522.00
VENKEYS,"1,678.05"
BASF,"3,561.20"
ARMANFIN,"2,031.90"
UTKARSHBNK,51.70
BAYERCROP,"5,469.00"
POWERMECH,"5,270.05"
KAJARIACER,"1,275.00"
REDTAPE,677.20
KFINTECH,634.00
GPIL,750.00
GRASIM,"2,309.50"
JSFB,433.00
GOKEX,779.70
IOC,174.00
SHALPAINTS,174.05
SPECIALITY,205.30
ICEMAKE,504.80
JTEKTINDIA,182.50
NAM-INDIA,505.50
AARVI,126.85
ORISSAMINE,"6,370.00"
RAYMOND,"1,923.50"
BIRLACABLE,257.80
RSWM,193.50
NH,"1,292.50"
MRF,"1,36,398.00"
NYKAA,165.00
AXISCADES,635.10
USHAMART,335.75
MAZDOCK,"2,240.00"
SPENCERS,103.05
HDFCLIFE,625.00
GRAVITA,"1,082.00"
WELCORP,562.30
TATACOMM,"2,057.00"
CHEMCON,254.45
SOFTTECH,329.95
KAYA,330.10
BANCOINDIA,635.10
PIIND,"3,901.80"
DELHIVERY,450.70
VRLLOG,568.00
COCHINSHIP,"1,076.00"
SAKAR,373.00
HGINFRA,"1,085.00"
ACCELYA,"1,850.15"
POLYPLEX,883.95
GLOBUSSPR,761.50
TEGA,"1,341.80"
KSL,924.95
TTKPRESTIG,710.95
3IINFOLTD,44.75
JSWENERGY,582.00
BRITANNIA,"4,839.95"
WABAG,789.05
EXXARO,94.05
ZENSARTECH,620.00
JUBLFOOD,460.70
SHILPAMED,512.95
MHRIL,414.95
HINDPETRO,475.00
SUNDARMFIN,"4,203.00"
OBCL,54.00
KANSAINER,283.00
KAYNES,"2,710.00"
ITC,425.55
RESPONIND,306.00
ALPHAGEO,373.00
LAOPALA,335.50
DOLLAR,546.05
TEJASNET,754.75
RUSTOMJEE,648.00
KSCL,648.00
EMAMILTD,438.60
STOVEKRAFT,451.00
FLUOROCHEM,"3,178.00"
FIEMIND,"1,140.00"
KSOLVES,"1,150.00"
SUNPHARMA,"1,620.90"
SIGNATURE,"1,313.95"
SOTL,483.10
RITCO,248.00
TRIVENI,336.90
MAZDA,"1,341.00"
OCCL,719.00
SHREEPUSHK,182.50
PARKHOTELS,207.00
JTLIND,209.00
GNA,420.40
INDIGOPNTS,"1,393.00"
VISHNU,331.00
IGL,441.55
MANGCHEFER,112.55
ZODIACLOTH,118.65
MOTHERSON,120.45
SHRIRAMPPS,122.65
TIRUMALCHM,248.00
ENTERO,997.20
MENONBE,127.85
KAPSTON,262.10
PENIND,137.80
FAIRCHEMOR,"1,300.00"
HUBTOWN,145.50
OBEROIRLTY,"1,526.45"
RSYSTEMS,471.30
RAJRATAN,646.90
PANAMAPET,346.00
ADVENZYMES,365.00
CUMMINSIND,"3,050.00"
KALAMANDIR,205.55
INDIAMART,"2,611.00"
ASIANPAINT,"2,870.00"
VIDHIING,460.20
KOLTEPATIL,480.00
SHREYANIND,241.95
PGINVIT,97.70
TTKHLTCARE,"1,590.00"
COROMANDEL,"1,145.00"
ARVSMART,720.60
SIEMENS,"5,646.05"
CEATLTD,"2,656.05"
RAMCOCEM,855.75
CAMS,"3,149.35"
AIAENG,"3,985.00"
WHEELS,604.15
AMRUTANJAN,649.15
DIXON,"7,700.00"
EXCELINDUS,855.00
THEJO,"2,746.00"
MAPMYINDIA,"1,898.00"
VESUVIUS,"3,448.35"
BOHRAIND,19.00
UTIAMC,865.15
ATFL,710.90
ORIENTCER,52.15
DEEPINDS,309.10
NAVKARCORP,105.40
INDNIPPON,723.10
SUPRAJIT,422.95
HERCULES,564.75
MONTECARLO,648.25
SUTLEJTEX,59.60
VIKASECO,4.25
HATSUN,"1,046.35"
SITINET,0.70
VALIANTLAB,156.85
THEINVEST,137.05
YASHO,"1,869.40"
GOPAL,353.45
MODIRUBBER,89.05
VISESHINFO,0.50
DLINKINDIA,298.60
LGBBROSLTD,"1,267.10"
EMUDHRA,698.80
FINOPB,303.55
POLYMED,"1,575.60"
HBSL,87.20
TALBROAUTO,270.30
ICDSLTD,44.10
SAGARDEEP,25.95
KRITIKA,16.20
NACLIND,62.75
STEELCAS,653.45
CREATIVE,747.70
DGCONTENT,22.00
NRBBEARING,295.05
VSTIND,"3,630.30"
EXCEL,0.55
SUDARSCHEM,683.55
TNTELE,10.45
SHRENIK,1.00
SRPL,1.20
MANINDS,404.20
SCILAL,-
RRKABEL,"1,563.00"
AUSOMENT,97.85
GSPL,367.25
DHUNINV,"1,246.75"
SHAH,3.50
ZYDUSWELL,"1,550.45"
HINDWAREAP,403.30
CTE,89.45
PRICOLLTD,403.00
SANDHAR,526.05
SHAHALLOYS,64.95
HIMATSEIDE,142.70
DIVGIITTS,805.50
VIKASLIFE,5.30
TPHQ,1.30
MMFL,890.55
PGHH,"16,395.70"
DABUR,531.00
ROLLT,-
GLOBALVECT,133.25
SHREYAS,294.15
VIVIDHA,1.15
CAMLINFINE,100.70
BAJAJHLDNG,"8,358.15"
HONASA,410.40
CERA,"7,626.00"
KAUSHALYA,665.30
EUROTEXIND,15.40
NTL,-
HONAUT,"40,559.45"
AARTIIND,693.95
PNBHOUSING,735.00
SOBHA,"1,569.05"
DYNPRO,294.00
EMMBI,102.30
ORIENTBELL,355.25
SADHNANIQ,72.00
SPLIL,63.15
GOENKA,0.85
GEOJITFSL,78.00
DEEPENR,186.25
CAPITALSFB,363.60
INFOBEAN,402.55
STERTOOLS,351.30
BOSCHLTD,"30,815.65"
FEL,0.75
VHL,"3,035.75"
JBCHEPHARM,"1,684.25"
DODLA,858.40
INDIASHLTR,606.05
NINSYS,492.85
BSHSL,242.05
SHK,216.90
ETHOSLTD,"2,528.10"
EPIGRAL,"1,360.00"
CREDITACC,"1,421.00"
AUROPHARMA,"1,137.10"
BTML,180.10
BOMDYEING,175.00
PKTEA,331.00
ZYDUSLIFE,987.10
JSL,712.90
INDOCO,343.00
TRIL,437.00
SCHAEFFLER,"3,219.05"
LUMAXIND,"2,481.00"
ICICIPRULI,620.05
PRESTIGE,"1,299.95"
TCNSBRANDS,397.10
MATRIMONY,544.00
JUNIPER,498.00
ASHOKLEY,174.00
POWERINDIA,"6,915.05"
NEULANDLAB,"6,456.00"
LOTUSEYE,62.00
VENUSREM,353.00
SILGO,29.30
PAGEIND,"34,735.00"
PAR,228.50
GTECJAINX,82.80
JINDALPOLY,537.55
GOODLUCK,984.00
NILKAMAL,"1,761.15"
LINDEINDIA,"7,210.00"
ANURAS,897.50
SWARAJENG,"2,370.05"
SHANTIGEAR,553.10
TIMKEN,"2,975.00"
MITCON,127.00
INDIGRID,133.01
GHCLTEXTIL,80.10
TCI,857.85
TDPOWERSYS,305.00
SAFARI,"1,853.45"
RKEC,103.25
KOHINOOR,43.15
ROUTE,"1,611.10"
PRECAM,221.85
EMIL,207.75
HAPPYFORGE,928.00
SHOPERSTOP,771.55
BBOX,255.95
MARATHON,493.25
VIJAYA,646.00
GMDCLTD,389.75
JCHAC,"1,192.05"
MAHSEAMLES,915.10
INDHOTEL,611.30
TOUCHWOOD,150.00
SUVEN,106.20
KHAICHEM,73.30
MEDIASSIST,493.70
BANSWRAS,150.00
PFIZER,"4,341.00"
KCP,188.10
KRITI,140.00
ADL,85.60
BSL,178.10
JUBLINDS,"1,220.00"
CGCL,236.90
GOCOLORS,"1,200.00"
VR,116.20
YATHARTH,446.05
INDIANCARD,264.00
SMARTLINK,174.00
SPORTKING,820.00
ORCHPHARMA,"1,095.00"
SALZERELEC,852.00
WOCKPHARMA,583.00
SANGAMIND,457.65
ASAHIINDIA,555.00
DMCC,300.30
TTL,110.00
INSECTICID,535.00
SHANKARA,719.25
BALPHARMA,99.20
ALMONDZ,112.00
KRISHANA,241.70
PREMIERPOL,195.00
SOMATEX,33.20
HEADSUP,16.55
BALAXI,572.10
TEAMLEASE,"2,959.20"
MAXIND,208.00
CIGNITITEC,"1,286.00"
TRU,71.35
URAVI,322.60
SHRADHA,66.00
LIBERTSHOE,287.80
BIL,388.75
DBCORP,285.00
INTENTECH,120.50
PANACHE,77.35
JFLLIFE,43.00
IITL,195.55
OMAXE,101.00
RAMASTEEL,13.50
THOMASCOTT,295.00
HOMESFY,520.00
UMAEXPORTS,87.20
PRAXIS,22.50
RANEENGINE,336.00
VERTOZ,755.00
NAMAN,108.65
SUMEETINDS,2.50
MEP,11.15
MANUGRAPH,22.20
AKI,21.20
ABMINTLLTD,58.15
FLEXITUFF,39.75
RELIABLE,59.00
ASHAPURMIN,327.40
ONELIFECAP,28.55
KDL,873.75
BLBLIMITED,26.50
BALKRI-RE,1.85
